seed_lot_id,species,storage_temperature,storage_relative_humidity,storage_duration_months,packaging_type,seed_moisture_content,dormancy_type,initial_viability,drying_method,germination_temperature,germination_relative_humidity,final_germination_percentage,viability_class,remaining_seed_stock,regeneration_needed
Chili Pepper_0,Chili Pepper,-1.58044014,53.55109183628925,6,foil,11.09880747335814,none,99.89861241536781,air-dried,22.38759446542514,86.76413360173287,95.73379107179056,high,280,no
Chili Pepper_1,Chili Pepper,3.4543542269387757,69.27281655743917,13,vacuum,10.92476465412832,none,98.33785274750471,air-dried,34.174871227235535,82.09616772003898,89.25318438,high,703,no
Chili Pepper_2,Chili Pepper,-2.314537528,28.00354080947488,35,plastic,5.164349166938127,none,98.75673385593527,oven-dried,24.92734559470904,70.74523875562555,80.86540328,medium,702,no
Chili Pepper_3,Chili Pepper,-15.92707025,59.45594056392093,6,paper,5.479255548997944,none,98.37339663,oven-dried,34.37362145499059,83.49636052911454,95.41733829313577,high,972,no
Chili Pepper_4,Chili Pepper,-7.872696264,77.41396873325257,3,foil,5.469263949220756,physiological,86.92332195364443,sun-dried,25.944836738298346,73.94457602,84.60036216,medium,652,no
Chili Pepper_5,Chili Pepper,3.3664790143908014,46.553856458988676,1,vacuum,7.095351296260937,none,92.59056937,oven-dried,34.88522191237887,80.59685036048198,91.17373984622563,high,377,no
Chili Pepper_6,Chili Pepper,10.049128739866681,77.21320263,30,foil,5.589114359940387,none,90.28114776633042,air-dried,27.641788369648108,88.37548345573542,73.11770818142956,medium,431,yes
Chili Pepper_7,Chili Pepper,7.723286460496279,34.26041699278747,13,vacuum,6.940324496861878,none,89.34035691044959,oven-dried,20.604141735798244,71.91188981481808,83.19019509712292,medium,381,no
Chili Pepper_8,Chili Pepper,-13.26358809,61.40606876096262,32,vacuum,10.457847567836758,none,88.52298070612947,sun-dried,31.849036140386332,90.99433168130633,72.42461085720353,medium,111,yes
Chili Pepper_9,Chili Pepper,-11.04327033,48.583150133351424,11,plastic,6.745604635524947,none,98.97134885,sun-dried,34.73276710863167,77.43815359374663,93.41633829718789,high,80,no
Chili Pepper_10,Chili Pepper,-6.950436661,63.97087935351513,11,vacuum,8.305391189199447,none,94.45973913910417,sun-dried,25.311923065726873,82.50573213693312,86.11134445551085,high,341,no
Chili Pepper_11,Chili Pepper,18.841112966413846,35.37776479216815,4,paper,5.930877083,none,88.95827324647391,oven-dried,34.07282237720197,92.17895519600684,88.50089128274574,high,790,no
Chili Pepper_12,Chili Pepper,-13.64029348,61.78650251737939,32,vacuum,10.782343659753398,physiological,86.28567217,oven-dried,20.396239462443024,78.08084327035839,72.38184236724152,medium,804,yes
Chili Pepper_13,Chili Pepper,7.087920509586596,79.14818948838851,17,vacuum,5.662605928810031,physiological,86.24112241,oven-dried,30.19275909902841,83.05830249685893,73.59378079013463,medium,999,yes
Chili Pepper_14,Chili Pepper,14.452202486940337,33.174278208145374,23,paper,11.854946408791292,none,95.50780655,air-dried,30.23648289478828,73.27451557377253,80.71403679895431,medium,239,no
Chili Pepper_15,Chili Pepper,23.962828560389745,55.364421960435024,2,plastic,5.341035200092324,physiological,92.51593803976056,oven-dried,30.286469852438483,76.40206953140292,86.89672122625083,high,475,no
Chili Pepper_16,Chili Pepper,24.285315327641072,51.76050964,29,vacuum,9.750075954402279,none,98.70224977,oven-dried,34.437135974107605,70.90849617388369,82.38751522323062,medium,623,no
Chili Pepper_17,Chili Pepper,9.215475098682077,36.24566547703567,18,foil,9.493005625130541,none,89.81591166682855,oven-dried,24.07196400219268,84.99855188167484,76.60363423005592,medium,682,yes
Chili Pepper_18,Chili Pepper,-6.900158694,75.26992138475445,23,plastic,7.102981959,none,88.12684432027972,sun-dried,28.79925516110631,85.3525155,76.41318815915746,medium,632,yes
Chili Pepper_19,Chili Pepper,4.727901011153836,32.41370275595689,15,plastic,11.322492118673106,none,90.09916092183286,oven-dried,22.24640950336371,88.55887475852471,84.22139115405663,medium,221,no
Chili Pepper_20,Chili Pepper,0.7298518605871038,20.312998903067854,25,plastic,5.838695240352275,none,86.48095672938017,sun-dried,23.700985169624598,76.13545916654988,73.84019818119106,medium,321,yes
Chili Pepper_21,Chili Pepper,-12.78168236,66.26589698297329,8,plastic,5.387059811823452,none,97.12112429167196,sun-dried,28.538228272835312,85.36526749834424,96.86429500936876,high,609,no
Chili Pepper_22,Chili Pepper,2.4254327108564695,70.67847731625135,10,foil,5.777371105526104,none,94.18400369890281,sun-dried,32.94142753659183,72.69968435622002,83.77399871706872,medium,492,no
Chili Pepper_23,Chili Pepper,17.11562936764416,61.446566275006965,28,vacuum,8.087267611763671,none,86.79651319406807,air-dried,32.93892139586099,85.95772271208989,72.79287262,medium,961,yes
Chili Pepper_24,Chili Pepper,-14.58570311,23.215496688233188,8,vacuum,9.380934853,none,97.77767771726758,air-dried,23.705091351043205,74.48442841944481,93.37860583978319,high,71,no
Chili Pepper_25,Chili Pepper,21.366778073275135,73.15753084080356,11,plastic,7.841048131803168,none,85.82257530164125,oven-dried,27.460569323490123,75.03033465605051,75.71373907857429,medium,241,yes
Chili Pepper_26,Chili Pepper,12.643257677546572,34.649570935217135,33,vacuum,6.897793537983145,physiological,86.32295312842582,oven-dried,28.012129134275746,83.19210433930999,65.49117967,medium,384,yes
Chili Pepper_27,Chili Pepper,-1.5586043,40.12813251738023,34,vacuum,9.998196812847828,none,99.76864761460428,oven-dried,25.870124317623254,78.83456505747145,78.46971743544157,medium,70,yes
Chili Pepper_28,Chili Pepper,-11.70929613,53.00070923227037,10,vacuum,5.450983405,none,89.13462212604762,air-dried,31.68776133071065,70.63660114103384,85.35898379551577,high,640,no
Chili Pepper_29,Chili Pepper,-11.46016998,57.07312155745143,12,foil,11.504744638936698,none,91.89875824940216,sun-dried,22.082537649531975,91.65336809909357,85.14682308,high,256,no
Chili Pepper_30,Chili Pepper,-8.05389733,24.72240226,6,vacuum,7.1315880520488735,none,91.01559607,sun-dried,26.468523927235896,76.9255342,85.01419938620282,high,171,no
Chili Pepper_31,Chili Pepper,3.420269099636073,21.099652544422216,22,paper,8.657246825540252,none,99.94542897,sun-dried,32.218981073697876,82.72202365873488,85.88027902,high,933,no
Chili Pepper_32,Chili Pepper,-5.906274196,75.31844287841959,16,plastic,5.063903795444137,none,94.72843696998463,sun-dried,27.622293589200805,87.01629712,84.75830010776073,medium,870,no
Chili Pepper_33,Chili Pepper,-9.535230386,64.14142036073586,5,foil,9.174150894179306,physiological,95.67441889841649,air-dried,28.123838204388637,81.99306225966042,91.60963630331719,high,158,no
Chili Pepper_34,Chili Pepper,23.610657048067026,56.992282325590075,14,plastic,11.507634335302962,physiological,85.22263378721054,air-dried,29.548478958083987,83.54155223812428,73.30591029805454,medium,413,yes
Chili Pepper_35,Chili Pepper,18.999369474369217,33.388295106423726,9,vacuum,5.338018222851109,none,87.90391762628886,sun-dried,23.06325986133889,81.89016425,80.56047548232888,medium,258,no
